"id","amit_wording","cards_original_1","cards_original_2","cards_original_3","cards_original_4","cards_original_5","cards_original_6","cards_original_7","cards_original_8","cards_original_9","cards_original_10","cards_original_11","cards_original_12","cards_original_13","cards_original_14","cards_new_wording_1","cards_new_wording_2","cards_new_wording_3","cards_new_wording_4","cards_new_wording_5","cards_new_wording_6","cards_new_wording_7","cards_new_wording_8","cards_new_wording_9","cards_new_wording_10","cards_new_wording_11","cards_new_wording_12","cards_new_wording_13","cards_new_wording_14","attention_check","manipulation_check_1","manipulation_check_2","manipulation_check_3","manipulation_check_4","manipulation_check_5","manipulation_check_6","manipulation_check_7","manipulation_check_8","manipulation_check_9","manipulation_check_10","manipulation_check_11","manipulation_check_12","manipulation_check_13","manipulation_check_14","BIF_1","BIF_2","BIF_3","BIF_4","BIF_5","BIF_6","BIF_7","BIF_8","BIF_9","BIF_10","BIF_11","BIF_12","BIF_13","BIF_14","BIF_15","BIF_16","BIF_17","BIF_18","BIF_19","BIF_20","BIF_21","BIF_22","BIF_23","BIF_24","BIF_25","comf_acquaint","comf_close","approp_acquaint","approp_close","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10"
"R_3LdslDd3vjBeANK","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","5","6","6","6","2","7","2","4","1","5","5","6","6","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","5","5","5","4","2","4","4","5","4","5","4","5","4"
"R_YakCT0W29olkBgd","new","","","","","","","","","","","","","","","T","T","T","T","P","T","P","P","P","P","T","T","T","P","1","6","7","6","6","2","7","1","4","1","3","6","7","5","2","2","2","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","2","2","2","2","6","8","5","8","5","5","4","1","6","4","5","1","6","2"
"R_2xK306x9aJPmCGj","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","6","6","4","3","5","1","4","1","2","4","6","5","3","2","1","1","2","2","1","2","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","4","8","4","8","3","5","5","2","6","6","6","2","6","3"
"R_2uL3wqkIGrrE2QQ","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","2","5","5","5","3","4","5","1","4","1","2","5","5","2","1","2","2","2","2","1","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","3","7","5","6","5","3","5","1","6","5","6","3","6","2"
"R_BWabTIwPEpf7atH","original","P","P","P","T","P","P","T","P","T","T","P","P","P","T","","","","","","","","","","","","","","","1","7","5","6","4","7","7","1","3","2","6","7","7","6","2","1","1","1","2","2","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","1","2","2","1","7","8","7","8","2","6","5","5","6","5","5","5","3","2"
"R_3xXUHwBWppZCCpb","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","P","P","P","P","T","1","7","5","5","4","3","6","1","2","1","4","6","6","5","2","2","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","2","2","4","6","3","6","4","6","5","6","7","6","5","4","2","2"
"R_3O8j1jEUNEc6SEc","original","P","P","P","T","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","6","7","5","3","2","7","1","2","1","2","6","7","4","2","1","1","1","2","2","1","1","1","2","1","1","1","1","2","2","1","1","1","2","1","1","2","1","1","1","4","6","6","5","5","5","5","7","6","5","7","5","6","1"
"R_3HitoDcQBlEKXGF","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","6","7","7","4","5","6","2","2","1","5","7","7","7","3","1","1","1","2","1","1","1","2","1","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","2","5","5","5","5","1","4","7","1","6","7","1","1","7","3"
"R_2QKhvbWsT0AwFBl","original","T","T","T","P","P","P","P","P","T","P","T","T","T","P","","","","","","","","","","","","","","","1","6","5","6","3","4","4","1","4","1","2","5","6","4","1","2","2","1","2","2","1","2","2","1","2","2","2","1","1","2","1","2","2","1","1","1","1","2","1","2","3","8","5","8","5","3","5","5","6","5","7","5","5","5"
"R_2PjIqgjFv6owqIa","original","P","T","T","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","7","5","5","3","3","5","1","3","1","3","4","5","4","2","1","1","1","2","1","2","1","2","1","1","2","1","1","2","2","2","1","1","2","1","1","2","2","1","1","6","8","7","8","2","2","5","6","6","6","6","4","5","2"
"R_28zIlIAxFm1dlS2","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","T","P","P","T","T","T","P","1","4","6","5","3","2","7","1","4","1","3","6","7","5","2","1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","2","4","6","4","6","3","2","6","6","4","7","7","2","5","4"
"R_DzVfgfFk3NcxrzP","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","P","P","1","4","4","6","2","2","7","1","3","1","2","2","7","3","1","1","1","2","2","2","1","2","2","1","1","1","2","1","2","1","2","2","1","2","1","2","1","2","1","1","6","8","5","8","6","1","2","7","6","1","7","6","4","2"
"R_2c6JSlt800kmcWR","original","T","T","T","T","T","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","4","5","4","6","6","1","6","1","7","6","7","3","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","3","7","5","7","1","6","5","6","2","7","2","2","5","1"
"R_299ULRQsn3X4IzW","original","T","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","7","6","4","3","6","1","2","1","3","3","5","3","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","2","1","2","1","2","2","1","7","8","5","8","2","5","4","4","4","6","5","2","3","3"
"R_2e3HTVFp8xHW2qH","original","T","T","T","P","P","T","P","T","P","P","T","T","P","P","","","","","","","","","","","","","","","1","1","5","5","2","1","3","1","1","1","3","3","7","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","8","5","8","6","6","5","5","4","3","4","2","5","6"
"R_OwWgeqxsmISqQgN","new","","","","","","","","","","","","","","","T","T","P","P","P","T","P","P","P","P","T","T","P","P","1","5","4","3","4","1","5","1","1","1","3","5","5","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","6","8","7","8","1","5","3","5","6","7","6","5","6","7"
"R_32IQ5iSTtOEA67u","new","","","","","","","","","","","","","","","T","T","T","T","T","T","T","T","T","T","T","T","T","T","1","7","5","6","3","2","3","1","2","1","3","4","3","4","1","1","2","2","2","2","1","1","2","1","1","2","2","1","2","2","2","2","2","1","1","2","1","1","1","2","5","6","3","6","2","5","4","5","4","6","4","5","5","4"
"R_1LMw0ZOmE17G5Jo","original","P","P","T","P","P","T","P","P","P","P","T","P","P","P","","","","","","","","","","","","","","","1","5","5","5","4","3","5","2","3","2","4","4","5","5","3","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","2","2","1","2","1","2","5","8","5","8","6","5","6","4","6","3","6","3","5","2"
"R_3ikZaOBTWto0b0L","original","P","P","P","T","T","P","T","T","T","P","P","P","T","T","","","","","","","","","","","","","","","1","3","6","4","3","4","5","1","2","1","3","3","4","2","1","2","1","1","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","2","1","1","1","2","1","1","3","6","3","7","1","5","5","7","5","6","6","4","2","6"
"R_2rooL3K47LWtiwf","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","T","T","T","T","T","P","1","6","7","7","4","4","7","1","2","2","4","6","7","5","1","1","1","2","2","2","2","2","2","2","1","1","1","1","2","2","1","2","2","1","1","2","1","2","2","2","4","8","5","5","2","6","5","6","2","6","6","5","3","1"
"R_2VpvBaxZmdONFUn","original","T","T","T","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","6","5","5","2","1","6","1","2","1","1","5","6","4","2","2","2","1","2","1","2","1","2","1","1","2","2","1","2","2","2","2","1","1","1","2","2","2","2","2","4","7","5","7","5","4","6","4","6","3","6","3","6","2"
"R_2338MALySmSvltR","original","T","T","T","P","P","T","P","P","P","T","T","T","T","P","","","","","","","","","","","","","","","1","5","5","5","4","2","6","1","3","2","5","4","6","6","2","2","2","2","2","2","1","1","1","1","2","1","2","1","2","2","2","2","2","2","1","2","1","2","2","1","4","8","4","8","4","5","6","6","7","5","6","3","4","2"
"R_56gaBVTvLdbXXcB","original","T","T","T","T","T","T","T","T","T","T","T","T","T","T","","","","","","","","","","","","","","","1","7","5","4","3","3","4","1","3","1","1","4","3","3","1","2","1","2","2","1","1","1","2","1","2","1","1","1","1","2","2","1","2","2","1","1","1","2","1","1","3","4","6","6","2","5","2","6","7","6","6","7","4","2"
"R_3JzukszXq3Xojlo","original","T","T","T","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","5","6","7","3","3","6","1","4","1","4","6","6","4","2","2","2","1","2","1","2","2","1","2","1","2","2","1","1","2","1","1","2","2","1","1","2","2","1","1","3","8","4","8","2","5","5","6","4","7","6","6","5","2"
"R_3oZsm7RG5eA7Cei","new","","","","","","","","","","","","","","","P","T","T","P","P","T","P","P","P","T","T","T","P","P","1","6","6","7","2","3","6","1","3","1","5","6","4","3","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","7","2","8","5","6","7","7","7","3","6","3","6","1"
"R_1ooHiPQWMwu7YKA","original","T","T","T","P","P","T","P","T","P","P","P","T","T","P","","","","","","","","","","","","","","","1","5","5","5","3","3","6","2","5","2","2","4","5","4","3","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","1","2","1","2","1","2","2","2","2","6","6","5","6","5","4","5","4","5","4","5","3","5","4"
"R_2PjsLIKzyxmRTeO","new","","","","","","","","","","","","","","","P","P","P","P","T","P","T","P","T","T","P","P","T","T","1","4","2","3","4","5","1","6","5","7","5","4","1","6","7","1","1","1","2","2","2","1","2","1","1","1","2","1","1","1","2","2","1","2","1","1","1","2","1","1","4","7","5","7","1","5","6","3","3","7","5","2","6","6"
"R_R8MJEp8nwuispW1","new","","","","","","","","","","","","","","","T","P","T","P","P","P","P","P","P","P","T","P","T","P","1","2","6","2","5","7","2","7","7","5","6","5","3","6","7","2","2","1","1","2","1","1","2","2","1","1","2","2","1","1","1","2","2","2","1","1","1","1","1","1","6","8","8","7","7","5","6","3","4","3","6","2","5","3"
"R_Tt7E54wcmjH8Ey5","original","P","T","T","P","P","T","P","P","P","P","P","T","T","P","","","","","","","","","","","","","","","1","7","7","7","4","1","7","1","4","1","4","5","7","7","2","2","2","1","2","1","2","1","1","1","1","1","2","1","2","1","2","2","2","1","2","2","1","2","2","1","4","7","5","7","2","5","5","2","2","7","5","2","6","5"
"R_xhFvY2CfyjIXYRz","original","T","P","P","T","T","P","T","T","T","P","P","P","P","T","","","","","","","","","","","","","","","1","6","5","3","1","2","2","1","4","1","5","6","4","2","1","2","1","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","1","2","2","1","3","8","3","8","7","1","6","4","7","3","7","6","7","1"
"R_yvBelT3bhhadba1","original","P","T","P","P","T","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","1","2","6","7","5","7","5","5","7","5","1","2","7","1","2","1","2","2","2","1","2","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","2","1","5","5","5","5","3","3","3","3","3","3","3","3","6","4"
"R_3QVKcjbK4stLFLz","new","","","","","","","","","","","","","","","T","P","P","P","T","T","P","P","T","P","T","T","T","P","1","6","6","5","4","5","5","3","4","1","2","4","7","4","3","1","2","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2","2","1","5","7","6","7","5","2","7","2","6","2","6","1","5","2"
"R_AGoNokopZ7WN45P","new","","","","","","","","","","","","","","","T","P","T","P","P","P","P","P","P","P","T","P","T","P","1","1","2","2","3","5","3","7","5","7","5","4","3","4","6","1","2","1","2","2","2","2","1","1","1","2","2","1","2","1","1","2","1","1","1","1","2","2","1","1","5","8","6","6","4","5","6","7","6","6","6","7","3","2"
"R_O9JBtZYWMYMP4Pv","new","","","","","","","","","","","","","","","P","P","P","P","P","P","T","P","T","T","P","P","P","T","1","4","6","4","4","5","5","1","4","1","5","5","5","3","1","2","2","2","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","2","1","1","1","1","2","1","5","8","4","8","5","6","3","7","5","5","5","3","3","1"
"R_2U3momeZjYwKVQk","new","","","","","","","","","","","","","","","T","P","P","T","T","T","T","T","T","T","T","P","T","T","1","5","7","6","4","3","7","1","3","1","4","5","7","5","1","2","1","2","2","2","1","1","2","1","2","2","2","1","2","2","2","2","1","1","2","2","1","2","1","1","4","8","4","8","7","3","5","4","6","1","7","2","5","5"
"R_1Gv6ESrWGati5HA","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","P","T","P","1","5","4","6","5","3","6","1","2","1","4","4","6","6","4","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","2","1","1","1","1","6","8","6","8","3","5","5","6","5","7","6","2","3","5"
"R_3NwF1PwoChPqb4t","original","P","P","T","P","P","T","P","P","T","P","T","T","T","P","","","","","","","","","","","","","","","1","5","7","7","4","3","6","1","2","1","4","5","7","5","1","2","1","2","1","1","2","1","1","1","1","1","1","2","1","2","2","2","2","2","1","2","1","1","1","1","7","6","4","6","5","5","4","5","6","3","5","5","6","1"
"R_6nEL2OivCFLfbkl","original","P","T","T","P","P","T","P","P","P","P","P","T","P","P","","","","","","","","","","","","","","","1","5","4","7","5","1","7","1","3","1","5","4","7","5","2","2","2","1","2","1","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","1","2","1","5","3","5","3","5","1","6","4","3","6","6","3","5","4"
"R_1C7OlsjCPpRWuOI","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","5","5","3","2","7","1","3","1","2","5","7","4","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","2","1","1","2","3","8","3","8","3","6","5","7","6","6","7","3","3","2"
"R_3GrbNB4tOnDzZGU","original","P","P","P","T","T","P","T","T","P","P","T","P","T","T","","","","","","","","","","","","","","","1","4","6","5","6","4","7","1","5","1","3","5","6","3","2","2","1","1","2","1","1","1","2","2","1","1","2","1","1","2","2","2","1","2","1","1","1","2","1","2","6","8","6","8","5","1","6","6","4","5","5","4","5","4"
"R_3mUZCoUE8EXMCaZ","new","","","","","","","","","","","","","","","T","P","T","P","T","P","T","P","T","T","T","P","T","T","1","3","5","4","2","2","6","1","5","1","3","4","5","3","2","2","2","2","2","2","1","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","2","2","1","2","5","8","5","8","3","3","5","3","6","6","7","2","6","5"
"R_3EMuUDKAaw9QU1o","original","T","T","P","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","7","5","1","3","6","1","3","2","4","5","6","5","2","2","1","2","2","1","1","2","1","1","2","2","2","1","2","2","2","1","2","2","1","1","1","2","2","1","5","7","5","8","2","5","6","7","5","5","7","2","4","2"
"R_21AtXH6sPF7hH5j","new","","","","","","","","","","","","","","","T","T","P","P","P","T","P","P","T","P","T","P","P","P","1","3","3","5","6","7","4","7","6","6","6","3","4","5","7","2","2","2","1","2","1","1","2","1","2","2","2","1","1","2","2","2","1","1","2","1","2","2","1","1","5","8","4","8","5","4","4","6","5","5","6","3","5","3"
"R_D2CX3K1y8xbm7Lj","original","P","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","5","7","5","4","7","1","5","2","3","6","6","6","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","7","5","8","2","4","6","6","4","6","4","7","5","3"
"R_1QfKy1G0Np7Yf39","original","T","T","P","T","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","3","6","5","3","2","7","1","2","4","2","5","7","5","1","2","1","2","2","2","2","1","2","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","6","8","5","7","1","6","6","7","5","6","7","4","6","3"
"R_pnP3rl9P3nYp3Fv","original","P","P","P","T","T","P","T","P","T","T","T","P","T","T","","","","","","","","","","","","","","","1","6","7","6","4","3","6","2","5","1","3","4","5","5","4","2","1","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","2","1","2","2","7","2","8","5","6","6","7","5","6","6","6","7","6"
"R_8wSu20k29S8v59D","original","T","T","T","P","P","T","P","P","T","P","T","T","P","P","","","","","","","","","","","","","","","1","5","3","4","2","2","5","1","2","2","4","6","7","3","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","1","1","1","2","1","1","2","4","6","3","5","5","3","5","5","4","6","3","5","3","3"
"R_UzhskemZNJvYoVj","new","","","","","","","","","","","","","","","T","T","T","P","T","T","P","T","P","P","T","T","T","P","1","7","7","7","6","7","7","3","5","2","7","7","7","3","2","1","2","1","2","2","1","1","1","1","1","1","2","1","1","2","2","1","2","1","1","2","2","2","1","1","4","","5","8","1","5","5","5","5","7","6","1","5","1"
"R_2EFCPssOQtmmWX1","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","T","P","1","5","6","6","3","2","6","1","5","1","3","4","5","4","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","3","8","5","8","2","7","7","6","5","7","6","2","1","2"
"R_URQVGCjLPURWvG9","original","P","T","T","P","T","T","P","T","P","T","P","T","T","T","","","","","","","","","","","","","","","1","5","4","3","6","5","5","4","4","6","3","3","6","4","5","2","1","2","2","1","1","1","2","1","2","2","2","2","2","2","1","1","2","1","2","1","1","1","2","1","5","6","3","7","4","5","6","6","5","5","4","4","5","4"
"R_ze9XpsmpKiYl91T","original","P","T","T","P","P","T","P","T","T","P","P","T","T","P","","","","","","","","","","","","","","","1","3","6","3","3","5","7","1","4","3","5","6","7","4","1","1","1","2","2","2","1","2","1","1","1","2","1","2","2","2","2","2","2","2","1","2","2","1","2","2","5","8","6","7","6","6","5","5","5","3","5","7","5","4"
"R_1GNGdUTCO12t4UV","original","T","T","T","P","P","P","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","6","5","4","4","6","1","2","1","3","4","6","5","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","4","7","4","8","5","4","5","5","5","5","5","3","6","5"
"R_3qeTAepi1o7GPjz","original","T","P","P","P","P","T","P","P","P","P","T","P","T","P","","","","","","","","","","","","","","","1","7","5","3","4","4","7","1","2","1","4","3","4","3","1","2","1","2","2","1","1","1","2","1","1","1","2","1","2","1","2","1","2","1","2","2","2","2","1","1","4","8","4","7","4","7","6","5","6","6","3","2","6","4"
